58	Ebox/CACGTG/1	bHLH	ARNTL_bHLH_1	26	9	18	68
62	Ebox/CATATG	bHLH	Atoh1.mouse_bHLH_1	12	1	10	22
77	FOX/2	forkhead	FOXO1_forkhead_2	14	0	14	4
78	FOX/3	forkhead	FOXI1_forkhead_2	17	2	16	4
80	FOX/5	forkhead	FOXC1_forkhead_1	22	5	17	51
87	FOX/6	forkhead	FOXB1_forkhead_2	18	3	15	5
164	FOX/7	forkhead	FOXO1_forkhead_3	14	1	11	4
203	FOX/8	forkhead	FOXG1_forkhead_2	12	1	11	5
279	FOX/9	forkhead	FOXB1_forkhead_1	14	1	13	1
